items,support,ordered_statistics,label,label_encode
"['tải', 'thaco']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'thaco'}), items_add=frozenset({'tải'}), confidence=0.5263157894736843, lift=5.449624060150377)]","Ô tô, xe máy",38
"['ô_tô', 'thaco']",0.007174392936,"[OrderedStatistic(items_base=frozenset({'thaco'}), items_add=frozenset({'ô_tô'}), confidence=0.6842105263157895, lift=3.6357462571384476)]","Ô tô, xe máy",38
"['đã', 'thaco']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'thaco'}), items_add=frozenset({'đã'}), confidence=0.3157894736842105, lift=4.058230683090706)]","Ô tô, xe máy",38
"['thanh_lý', 'toyota']",0.008830022075000001,"[OrderedStatistic(items_base=frozenset({'toyota'}), items_add=frozenset({'thanh_lý'}), confidence=0.20253164556962025, lift=3.8227848101265822)]","Ô tô, xe máy",38
"['thanh_lý', 'xe_tải']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'xe_tải'}), items_add=frozenset({'thanh_lý'}), confidence=0.2222222222222222, lift=4.194444444444445)]","Ô tô, xe máy",38
"['thanh_lý', 'đã']",0.01379690949,"[OrderedStatistic(items_base=frozenset({'thanh_lý'}), items_add=frozenset({'đã'}), confidence=0.26041666666666663, lift=3.346631205673759)]","Ô tô, xe máy",38
"['vios', 'toyota']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'vios'}), items_add=frozenset({'toyota'}), confidence=0.9, lift=20.643037974683544)]","Ô tô, xe máy",38
"['đã', 'toyota']",0.015452538630000002,"[OrderedStatistic(items_base=frozenset({'toyota'}), items_add=frozenset({'đã'}), confidence=0.35443037974683544, lift=4.554807433342311)]","Ô tô, xe máy",38
"['triton', 'tải']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'triton'}), items_add=frozenset({'tải'}), confidence=0.875, lift=9.06)]","Ô tô, xe máy",38
"['ô_tô', 'triton']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'triton'}), items_add=frozenset({'ô_tô'}), confidence=1.0, lift=5.313782991202347)]","Ô tô, xe máy",38
"['ô_tô', 'trung']",0.0077262693160000005,"[OrderedStatistic(items_base=frozenset({'trung'}), items_add=frozenset({'ô_tô'}), confidence=0.5833333333333334, lift=3.0997067448680355)]","Ô tô, xe máy",38
"['ô_tô_con', 'trùm']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'trùm'}), items_add=frozenset({'ô_tô_con'}), confidence=0.4285714285714286, lift=3.2905569007263926)]","Ô tô, xe máy",38
"['xi', 'trắng']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'xi'}), items_add=frozenset({'trắng'}), confidence=0.5, lift=4.136986301369863)]","Ô tô, xe máy",38
"['wave', 'trắng_đen']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'trắng_đen'}), items_add=frozenset({'wave'}), confidence=0.3333333333333333, lift=10.066666666666665)]","Ô tô, xe máy",38
"['trắng_đen', 'xe_máy']",0.006070640176999999,"[OrderedStatistic(items_base=frozenset({'trắng_đen'}), items_add=frozenset({'xe_máy'}), confidence=0.611111111111111, lift=3.4282765737874095)]","Ô tô, xe máy",38
"['trẻ_em', 'xe_đạp']",0.007174392936,"[OrderedStatistic(items_base=frozenset({'trẻ_em'}), items_add=frozenset({'xe_đạp'}), confidence=0.6190476190476191, lift=16.495798319327733)]","Ô tô, xe máy",38
"['tucson', 'tại']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'tucson'}), items_add=frozenset({'tại'}), confidence=0.33333333333333337, lift=9.741935483870968)]","Ô tô, xe máy",38
"['tucson', 'ô_tô_con']",0.008830022075000001,"[OrderedStatistic(items_base=frozenset({'tucson'}), items_add=frozenset({'ô_tô_con'}), confidence=0.7619047619047619, lift=5.849878934624697)]","Ô tô, xe máy",38
"['xi', 'téc']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'téc'}), items_add=frozenset({'xi'}), confidence=1.0, lift=129.42857142857142), OrderedStatistic(items_base=frozenset({'xi'}), items_add=frozenset({'téc'}), confidence=0.5, lift=129.42857142857142)]","Ô tô, xe máy",38
"['tươi', 'ô_tô_con']",0.008830022075000001,"[OrderedStatistic(items_base=frozenset({'tươi'}), items_add=frozenset({'ô_tô_con'}), confidence=0.8421052631578948, lift=6.465655664585192)]","Ô tô, xe máy",38
"['tại', 'ô_tô_con']",0.02097130243,"[OrderedStatistic(items_base=frozenset({'tại'}), items_add=frozenset({'ô_tô_con'}), confidence=0.6129032258064516, lift=4.7058501913613995)]","Ô tô, xe máy",38
"['ô_tô', 'tải']",0.07947019867999999,"[OrderedStatistic(items_base=frozenset({'tải'}), items_add=frozenset({'ô_tô'}), confidence=0.822857142857143, lift=4.372484289903645), OrderedStatistic(items_base=frozenset({'ô_tô'}), items_add=frozenset({'tải'}), confidence=0.4222873900293256, lift=4.372484289903646)]","Ô tô, xe máy",38
"['tải', 'ôtô']",0.008830022075000001,"[OrderedStatistic(items_base=frozenset({'ôtô'}), items_add=frozenset({'tải'}), confidence=0.6153846153846154, lift=6.3718681318681325)]","Ô tô, xe máy",38
"['tầng', 'xe_đạp']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'tầng'}), items_add=frozenset({'xe_đạp'}), confidence=1.0, lift=26.647058823529413)]","Ô tô, xe máy",38
"['tự', 'ô_tô']",0.0077262693160000005,"[OrderedStatistic(items_base=frozenset({'tự'}), items_add=frozenset({'ô_tô'}), confidence=0.7777777777777778, lift=4.1329423264907135)]","Ô tô, xe máy",38
"['tự_động', 'xpander']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'tự_động'}), items_add=frozenset({'xpander'}), confidence=0.22857142857142856, lift=27.61142857142857), OrderedStatistic(items_base=frozenset({'xpander'}), items_add=frozenset({'tự_động'}), confidence=0.5333333333333333, lift=27.61142857142857)]","Ô tô, xe máy",38
"['tự_động', 'xăng']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'xăng'}), items_add=frozenset({'tự_động'}), confidence=0.35, lift=18.119999999999997)]","Ô tô, xe máy",38
"['tự_động', 'ô_tô_con']",0.01324503311,"[OrderedStatistic(items_base=frozenset({'tự_động'}), items_add=frozenset({'ô_tô_con'}), confidence=0.6857142857142856, lift=5.264891041162227)]","Ô tô, xe máy",38
"['ô_tô', 'van']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'van'}), items_add=frozenset({'ô_tô'}), confidence=0.7, lift=3.7196480938416423)]","Ô tô, xe máy",38
"['xe_máy_điện', 'vinfast']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'vinfast'}), items_add=frozenset({'xe_máy_điện'}), confidence=0.5454545454545455, lift=21.96363636363637)]","Ô tô, xe máy",38
"['vision', 'đỏ']",0.006070640176999999,"[OrderedStatistic(items_base=frozenset({'vision'}), items_add=frozenset({'đỏ'}), confidence=0.23913043478260868, lift=3.6108695652173908)]","Ô tô, xe máy",38
"['ô_tô_con', 'việt']",0.01103752759,"[OrderedStatistic(items_base=frozenset({'việt'}), items_add=frozenset({'ô_tô_con'}), confidence=0.4761904761904762, lift=3.6561743341404362)]","Ô tô, xe máy",38
"['ô_tô_con', 'việt_nam']",0.009933774834,"[OrderedStatistic(items_base=frozenset({'việt_nam'}), items_add=frozenset({'ô_tô_con'}), confidence=0.6428571428571428, lift=4.935835351089588)]","Ô tô, xe máy",38
"['ô_tô_con', 'vàng']",0.012141280349999999,"[OrderedStatistic(items_base=frozenset({'vàng'}), items_add=frozenset({'ô_tô_con'}), confidence=0.4230769230769231, lift=3.2483702737940026)]","Ô tô, xe máy",38
"['xe_máy', 'winnerx']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'winnerx'}), items_add=frozenset({'xe_máy'}), confidence=0.6666666666666666, lift=3.739938080495356)]","Ô tô, xe máy",38
"['đen', 'winnerx']",0.004415011038,"[OrderedStatistic(items_base=frozenset({'winnerx'}), items_add=frozenset({'đen'}), confidence=0.5333333333333333, lift=3.6059701492537313)]","Ô tô, xe máy",38
"['đỏ_đen', 'xe_máy']",0.01269315673,"[OrderedStatistic(items_base=frozenset({'đỏ_đen'}), items_add=frozenset({'xe_máy'}), confidence=0.5609756097560976, lift=3.1470210677338977)]","Ô tô, xe máy",38
"['xe_máy_điện', 'xmen']",0.0038631346580000002,"[OrderedStatistic(items_base=frozenset({'xmen'}), items_add=frozenset({'xe_máy_điện'}), confidence=0.6363636363636365, lift=25.62424242424243)]","Ô tô, xe máy",38
"['điện', 'xe_đạp']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'điện'}), items_add=frozenset({'xe_đạp'}), confidence=0.21739130434782608, lift=5.7928388746803074)]","Ô tô, xe máy",38
"['xi', 'ô_tô']",0.005518763797,"[OrderedStatistic(items_base=frozenset({'xi'}), items_add=frozenset({'ô_tô'}), confidence=0.7142857142857143, lift=3.7955592794302473)]","Ô tô, xe máy",38
"['xpander', 'xăng']",0.006070640176999999,"[OrderedStatistic(items_base=frozenset({'xpander'}), items_add=frozenset({'xăng'}), confidence=0.7333333333333333, lift=66.43999999999998), OrderedStatistic(items_base=frozenset({'xăng'}), items_add=frozenset({'xpander'}), confidence=0.5499999999999999, lift=66.43999999999998)]","Ô tô, xe máy",38
"['xpander', 'ô_tô_con']",0.008278145695,"[OrderedStatistic(items_base=frozenset({'xpander'}), items_add=frozenset({'ô_tô_con'}), confidence=1.0, lift=7.677966101694915)]","Ô tô, xe máy",38
"['yamaha', 'xám']",0.009381898455,"[OrderedStatistic(items_base=frozenset({'xám'}), items_add=frozenset({'yamaha'}), confidence=0.2151898734177215, lift=3.785670394494285)]","Ô tô, xe máy",38
"['ô_tô_con', 'xăng']",0.0077262693160000005,"[OrderedStatistic(items_base=frozenset({'xăng'}), items_add=frozenset({'ô_tô_con'}), confidence=0.7, lift=5.374576271186441)]","Ô tô, xe máy",38
"['ô_tô_con', 'áo']",0.004966887417,"[OrderedStatistic(items_base=frozenset({'áo'}), items_add=frozenset({'ô_tô_con'}), confidence=0.4285714285714286, lift=3.2905569007263926)]","Ô tô, xe máy",38
"['đầu', 'ô_tô']",0.012141280349999999,"[OrderedStatistic(items_base=frozenset({'đầu'}), items_add=frozenset({'ô_tô'}), confidence=0.7333333333333333, lift=3.896774193548387)]","Ô tô, xe máy",38
"['đổ', 'ô_tô']",0.0077262693160000005,"[OrderedStatistic(items_base=frozenset({'đổ'}), items_add=frozenset({'ô_tô'}), confidence=0.736842105263158, lift=3.915419046149098)]","Ô tô, xe máy",38
"['ô_tô_con', 'đô']",0.0033112582780000003,"[OrderedStatistic(items_base=frozenset({'đô'}), items_add=frozenset({'ô_tô_con'}), confidence=1.0, lift=7.677966101694915)]","Ô tô, xe máy",38
"['model', 'asanzo']",0.0031538800060000004,"[OrderedStatistic(items_base=frozenset({'asanzo'}), items_add=frozenset({'model'}), confidence=0.6515151515151516, lift=24.470406544786716)]","Điện máy, thiết bị gia dụng",39
"['led', 'bulb']",0.0036673023320000003,"[OrderedStatistic(items_base=frozenset({'bulb'}), items_add=frozenset({'led'}), confidence=0.9259259259259259, lift=8.828023828023829)]","Điện máy, thiết bị gia dụng",39
"['đèn', 'bàn']",0.003593956286,"[OrderedStatistic(items_base=frozenset({'bàn'}), items_add=frozenset({'đèn'}), confidence=0.6202531645569621, lift=3.6434862755577857)]","Điện máy, thiết bị gia dụng",39
"['báo', 'đèn']",0.013642364680000001,"[OrderedStatistic(items_base=frozenset({'báo'}), items_add=frozenset({'đèn'}), confidence=0.788135593220339, lift=4.629659921570918)]","Điện máy, thiết bị gia dụng",39
"['nóng', 'bình']",0.004034032566,"[OrderedStatistic(items_base=frozenset({'bình'}), items_add=frozenset({'nóng'}), confidence=0.20522388059701493, lift=9.922065205885467)]","Điện máy, thiết bị gia dụng",39
"['bình', 'ắc_quy']",0.007407950710999999,"[OrderedStatistic(items_base=frozenset({'bình'}), items_add=frozenset({'ắc_quy'}), confidence=0.376865671641791, lift=21.058141668705648), OrderedStatistic(items_base=frozenset({'ắc_quy'}), items_add=frozenset({'bình'}), confidence=0.41393442622950816, lift=21.05814166870565)]","Điện máy, thiết bị gia dụng",39
"['led', 'bóng']",0.01921666422,"[OrderedStatistic(items_base=frozenset({'bóng'}), items_add=frozenset({'led'}), confidence=0.38472834067547723, lift=3.6681022355031168)]","Điện máy, thiết bị gia dụng",39
"['đèn', 'bóng']",0.032052222389999996,"[OrderedStatistic(items_base=frozenset({'bóng'}), items_add=frozenset({'đèn'}), confidence=0.6417033773861968, lift=3.769488947558555)]","Điện máy, thiết bị gia dụng",39
"['gas', 'bếp']",0.004034032566,"[OrderedStatistic(items_base=frozenset({'gas'}), items_add=frozenset({'bếp'}), confidence=0.8208955223880597, lift=35.30627619002778)]","Điện máy, thiết bị gia dụng",39
"['từ', 'bếp']",0.007407950710999999,"[OrderedStatistic(items_base=frozenset({'bếp'}), items_add=frozenset({'từ'}), confidence=0.31861198738170343, lift=20.784477684029397), OrderedStatistic(items_base=frozenset({'từ'}), items_add=frozenset({'bếp'}), confidence=0.4832535885167464, lift=20.7844776840294)]","Điện máy, thiết bị gia dụng",39
"['điện', 'bếp']",0.006014375825,"[OrderedStatistic(items_base=frozenset({'bếp'}), items_add=frozenset({'điện'}), confidence=0.2586750788643533, lift=4.213591428000709)]","Điện máy, thiết bị gia dụng",39
"['lưu_điện', 'bộ']",0.008288103271,"[OrderedStatistic(items_base=frozenset({'lưu_điện'}), items_add=frozenset({'bộ'}), confidence=0.9416666666666668, lift=22.367044134727063)]","Điện máy, thiết bị gia dụng",39
"['ups', 'bộ']",0.0031538800060000004,"[OrderedStatistic(items_base=frozenset({'ups'}), items_add=frozenset({'bộ'}), confidence=0.728813559322034, lift=17.3112265989488)]","Điện máy, thiết bị gia dụng",39
"['bụi', 'hút']",0.0036673023320000003,"[OrderedStatistic(items_base=frozenset({'bụi'}), items_add=frozenset({'hút'}), confidence=0.8620689655172413, lift=44.35263500325309)]","Điện máy, thiết bị gia dụng",39
"['máy', 'bụi']",0.003007187913,"[OrderedStatistic(items_base=frozenset({'bụi'}), items_add=frozenset({'máy'}), confidence=0.7068965517241379, lift=10.964536503079517)]","Điện máy, thiết bị gia dụng",39
"['led', 'chiếu']",0.003520610239,"[OrderedStatistic(items_base=frozenset({'chiếu'}), items_add=frozenset({'led'}), confidence=0.8, lift=7.627412587412588)]","Điện máy, thiết bị gia dụng",39
"['đèn', 'chiếu']",0.004034032566,"[OrderedStatistic(items_base=frozenset({'chiếu'}), items_add=frozenset({'đèn'}), confidence=0.9166666666666666, lift=5.384676145339652)]","Điện máy, thiết bị gia dụng",39
"['công_tắc', 'chiều']",0.008288103271,"[OrderedStatistic(items_base=frozenset({'chiều'}), items_add=frozenset({'công_tắc'}), confidence=0.4708333333333334, lift=9.118383049242425)]","Điện máy, thiết bị gia dụng",39
"['hòa', 'chiều']",0.004767493032,"[OrderedStatistic(items_base=frozenset({'chiều'}), items_add=frozenset({'hòa'}), confidence=0.2708333333333333, lift=14.093670483460558), OrderedStatistic(items_base=frozenset({'hòa'}), items_add=frozenset({'chiều'}), confidence=0.24809160305343508, lift=14.093670483460558)]","Điện máy, thiết bị gia dụng",39
"['điều', 'chiều']",0.004840839079,"[OrderedStatistic(items_base=frozenset({'chiều'}), items_add=frozenset({'điều'}), confidence=0.27499999999999997, lift=9.789425587467361)]","Điện máy, thiết bị gia dụng",39
"['chống', 'chảo']",0.0036673023320000003,"[OrderedStatistic(items_base=frozenset({'chảo'}), items_add=frozenset({'chống'}), confidence=0.40983606557377045, lift=23.77746773630973), OrderedStatistic(items_base=frozenset({'chống'}), items_add=frozenset({'chảo'}), confidence=0.2127659574468085, lift=23.77746773630973)]","Điện máy, thiết bị gia dụng",39
"['dính', 'chảo']",0.003593956286,"[OrderedStatistic(items_base=frozenset({'chảo'}), items_add=frozenset({'dính'}), confidence=0.4016393442622951, lift=84.2453972257251), OrderedStatistic(items_base=frozenset({'dính'}), items_add=frozenset({'chảo'}), confidence=0.7538461538461539, lift=84.2453972257251)]","Điện máy, thiết bị gia dụng",39
"['chấu', 'đôi']",0.006307760012000001,"[OrderedStatistic(items_base=frozenset({'chấu'}), items_add=frozenset({'đôi'}), confidence=0.35390946502057613, lift=15.924757907889553), OrderedStatistic(items_base=frozenset({'đôi'}), items_add=frozenset({'chấu'}), confidence=0.2838283828382838, lift=15.924757907889553)]","Điện máy, thiết bị gia dụng",39
"['chấu', 'đơn']",0.0036673023320000003,"[OrderedStatistic(items_base=frozenset({'chấu'}), items_add=frozenset({'đơn'}), confidence=0.20576131687242796, lift=11.787184009406232), OrderedStatistic(items_base=frozenset({'đơn'}), items_add=frozenset({'chấu'}), confidence=0.21008403361344538, lift=11.787184009406232)]","Điện máy, thiết bị gia dụng",39
"['chấu', 'ổ']",0.004327416752,"[OrderedStatistic(items_base=frozenset({'chấu'}), items_add=frozenset({'ổ'}), confidence=0.24279835390946503, lift=27.357956671087987), OrderedStatistic(items_base=frozenset({'ổ'}), items_add=frozenset({'chấu'}), confidence=0.487603305785124, lift=27.357956671087987)]","Điện máy, thiết bị gia dụng",39
"['chấu', 'ổ_cắm']",0.0119554056,"[OrderedStatistic(items_base=frozenset({'chấu'}), items_add=frozenset({'ổ_cắm'}), confidence=0.6707818930041152, lift=14.048295436586953), OrderedStatistic(items_base=frozenset({'ổ_cắm'}), items_add=frozenset({'chấu'}), confidence=0.250384024577573, lift=14.048295436586955)]","Điện máy, thiết bị gia dụng",39
"['cáp', 'cu']",0.006601144198000001,"[OrderedStatistic(items_base=frozenset({'cu'}), items_add=frozenset({'cáp'}), confidence=0.6040268456375839, lift=14.077439339184306)]","Điện máy, thiết bị gia dụng",39
"['pvc', 'cu']",0.009314947924,"[OrderedStatistic(items_base=frozenset({'cu'}), items_add=frozenset({'pvc'}), confidence=0.8523489932885906, lift=69.17217961009906), OrderedStatistic(items_base=frozenset({'pvc'}), items_add=frozenset({'cu'}), confidence=0.7559523809523809, lift=69.17217961009908)]","Điện máy, thiết bị gia dụng",39
"['xlpe', 'cu']",0.005060877219,"[OrderedStatistic(items_base=frozenset({'cu'}), items_add=frozenset({'xlpe'}), confidence=0.46308724832214765, lift=67.88958649058237), OrderedStatistic(items_base=frozenset({'xlpe'}), items_add=frozenset({'cu'}), confidence=0.7419354838709677, lift=67.88958649058237)]","Điện máy, thiết bị gia dụng",39
"['pvc', 'cáp']",0.007114566524999999,"[OrderedStatistic(items_base=frozenset({'pvc'}), items_add=frozenset({'cáp'}), confidence=0.5773809523809524, lift=13.456430606430608)]","Điện máy, thiết bị gia dụng",39
"['xlpe', 'cáp']",0.0055742995449999996,"[OrderedStatistic(items_base=frozenset({'xlpe'}), items_add=frozenset({'cáp'}), confidence=0.8172043010752688, lift=19.045749471555922)]","Điện máy, thiết bị gia dụng",39
"['đồng', 'cáp']",0.005427607452,"[OrderedStatistic(items_base=frozenset({'đồng'}), items_add=frozenset({'cáp'}), confidence=0.5441176470588236, lift=12.681196581196582)]","Điện máy, thiết bị gia dụng",39
"['công_nghiệp', 'quạt']",0.003593956286,"[OrderedStatistic(items_base=frozenset({'công_nghiệp'}), items_add=frozenset({'quạt'}), confidence=0.33333333333333337, lift=6.539088729016788)]","Điện máy, thiết bị gia dụng",39
"['led', 'công_suất']",0.003887340472,"[OrderedStatistic(items_base=frozenset({'công_suất'}), items_add=frozenset({'led'}), confidence=0.3706293706293707, lift=3.533678908504084)]","Điện máy, thiết bị gia dụng",39
"['nồi', 'cơm_điện']",0.006894528384999999,"[OrderedStatistic(items_base=frozenset({'cơm_điện'}), items_add=frozenset({'nồi'}), confidence=1.0, lift=35.78477690288714), OrderedStatistic(items_base=frozenset({'nồi'}), items_add=frozenset({'cơm_điện'}), confidence=0.24671916010498687, lift=35.78477690288714)]","Điện máy, thiết bị gia dụng",39
"['tự_động', 'cầu_dao']",0.004254070706,"[OrderedStatistic(items_base=frozenset({'tự_động'}), items_add=frozenset({'cầu_dao'}), confidence=0.6987951807228916, lift=31.033789882657665)]","Điện máy, thiết bị gia dụng",39
"['điện', 'cầu_dao']",0.006234413965,"[OrderedStatistic(items_base=frozenset({'cầu_dao'}), items_add=frozenset({'điện'}), confidence=0.2768729641693811, lift=4.510019108106741)]","Điện máy, thiết bị gia dụng",39
"['cắm', 'phích']",0.01158867537,"[OrderedStatistic(items_base=frozenset({'cắm'}), items_add=frozenset({'phích'}), confidence=0.6666666666666666, lift=47.09499136442142), OrderedStatistic(items_base=frozenset({'phích'}), items_add=frozenset({'cắm'}), confidence=0.8186528497409327, lift=47.09499136442141)]","Điện máy, thiết bị gia dụng",39
"['downlight', 'led']",0.0055009534990000004,"[OrderedStatistic(items_base=frozenset({'downlight'}), items_add=frozenset({'led'}), confidence=0.7575757575757577, lift=7.222928586564952)]","Điện máy, thiết bị gia dụng",39
"['downlight', 'đèn']",0.006747836292,"[OrderedStatistic(items_base=frozenset({'downlight'}), items_add=frozenset({'đèn'}), confidence=0.9292929292929293, lift=5.4588452382506665)]","Điện máy, thiết bị gia dụng",39
"['lạnh', 'dàn']",0.003593956286,"[OrderedStatistic(items_base=frozenset({'dàn'}), items_add=frozenset({'lạnh'}), confidence=0.4298245614035088, lift=28.174173414304995), OrderedStatistic(items_base=frozenset({'lạnh'}), items_add=frozenset({'dàn'}), confidence=0.2355769230769231, lift=28.174173414304995)]","Điện máy, thiết bị gia dụng",39
"['nóng', 'dàn']",0.0038139944260000003,"[OrderedStatistic(items_base=frozenset({'dàn'}), items_add=frozenset({'nóng'}), confidence=0.456140350877193, lift=22.053253701629963)]","Điện máy, thiết bị gia dụng",39
"['điện', 'dây_cáp']",0.006967874432,"[OrderedStatistic(items_base=frozenset({'dây_cáp'}), items_add=frozenset({'điện'}), confidence=0.536723163841808, lift=8.742752229174682)]","Điện máy, thiết bị gia dụng",39
"['đèn', 'exit']",0.004254070706,"[OrderedStatistic(items_base=frozenset({'exit'}), items_add=frozenset({'đèn'}), confidence=0.9354838709677419, lift=5.495212019290905)]","Điện máy, thiết bị gia dụng",39
"['inverter', 'hòa']",0.0038139944260000003,"[OrderedStatistic(items_base=frozenset({'inverter'}), items_add=frozenset({'hòa'}), confidence=0.6419753086419753, lift=33.407218923758364)]","Điện máy, thiết bị gia dụng",39
"['máy', 'hòa']",0.004327416752,"[OrderedStatistic(items_base=frozenset({'hòa'}), items_add=frozenset({'máy'}), confidence=0.22519083969465647, lift=3.49289181842656)]","Điện máy, thiết bị gia dụng",39
"['hòa', 'điều']",0.01877658794,"[OrderedStatistic(items_base=frozenset({'hòa'}), items_add=frozenset({'điều'}), confidence=0.9770992366412212, lift=34.782691886074176), OrderedStatistic(items_base=frozenset({'điều'}), items_add=frozenset({'hòa'}), confidence=0.6684073107049607, lift=34.782691886074176)]","Điện máy, thiết bị gia dụng",39
"['máy', 'hút']",0.008214757225000001,"[OrderedStatistic(items_base=frozenset({'hút'}), items_add=frozenset({'máy'}), confidence=0.4226415094339622, lift=6.555511194109943)]","Điện máy, thiết bị gia dụng",39
"['mùi', 'hút']",0.003447264192,"[OrderedStatistic(items_base=frozenset({'mùi'}), items_add=frozenset({'hút'}), confidence=0.8867924528301887, lift=45.624635101459596)]","Điện máy, thiết bị gia dụng",39
"['quạt', 'hút']",0.009241601878,"[OrderedStatistic(items_base=frozenset({'hút'}), items_add=frozenset({'quạt'}), confidence=0.4754716981132076, lift=9.327454866295644)]","Điện máy, thiết bị gia dụng",39
"['inox', 'nồi']",0.004180724659,"[OrderedStatistic(items_base=frozenset({'inox'}), items_add=frozenset({'nồi'}), confidence=0.4672131147540983, lift=16.719117077578414)]","Điện máy, thiết bị gia dụng",39
"['inverter', 'điều']",0.003740648379,"[OrderedStatistic(items_base=frozenset({'inverter'}), items_add=frozenset({'điều'}), confidence=0.6296296296296297, lift=22.413499661541437)]","Điện máy, thiết bị gia dụng",39
"['máy', 'không_khí']",0.006014375825,"[OrderedStatistic(items_base=frozenset({'không_khí'}), items_add=frozenset({'máy'}), confidence=0.8200000000000001, lift=12.71886234357224)]","Điện máy, thiết bị gia dụng",39
"['rờ', 'le']",0.0052809153590000005,"[OrderedStatistic(items_base=frozenset({'le'}), items_add=frozenset({'rờ'}), confidence=0.9473684210526316, lift=150.19094247246022), OrderedStatistic(items_base=frozenset({'rờ'}), items_add=frozenset({'le'}), confidence=0.8372093023255813, lift=150.19094247246022)]","Điện máy, thiết bị gia dụng",39
"['led', 'máng']",0.003593956286,"[OrderedStatistic(items_base=frozenset({'máng'}), items_add=frozenset({'led'}), confidence=0.3888888888888889, lift=3.707770007770008)]","Điện máy, thiết bị gia dụng",39
"['led', 'panel']",0.004767493032,"[OrderedStatistic(items_base=frozenset({'panel'}), items_add=frozenset({'led'}), confidence=0.8666666666666666, lift=8.263030303030302)]","Điện máy, thiết bị gia dụng",39
"['led', 'trần']",0.010341792579999998,"[OrderedStatistic(items_base=frozenset({'trần'}), items_add=frozenset({'led'}), confidence=0.39830508474576265, lift=3.7975465212753345)]","Điện máy, thiết bị gia dụng",39
"['led', 'trắng']",0.007848026991,"[OrderedStatistic(items_base=frozenset({'trắng'}), items_add=frozenset({'led'}), confidence=0.4592274678111588, lift=4.378396710585552)]","Điện máy, thiết bị gia dụng",39
"['led', 'tube']",0.0052809153590000005,"[OrderedStatistic(items_base=frozenset({'tube'}), items_add=frozenset({'led'}), confidence=0.96, lift=9.152895104895105)]","Điện máy, thiết bị gia dụng",39
"['led', 'ánh_sáng']",0.004840839079,"[OrderedStatistic(items_base=frozenset({'ánh_sáng'}), items_add=frozenset({'led'}), confidence=0.7674418604651162, lift=7.316994633273703)]","Điện máy, thiết bị gia dụng",39
"['led', 'đèn']",0.07884700015,"[OrderedStatistic(items_base=frozenset({'led'}), items_add=frozenset({'đèn'}), confidence=0.7517482517482518, lift=4.415913685625017), OrderedStatistic(items_base=frozenset({'đèn'}), items_add=frozenset({'led'}), confidence=0.46316242998707446, lift=4.415913685625016)]","Điện máy, thiết bị gia dụng",39
"['led', 'đèn_pha']",0.003227226053,"[OrderedStatistic(items_base=frozenset({'đèn_pha'}), items_add=frozenset({'led'}), confidence=0.4444444444444444, lift=4.237451437451438)]","Điện máy, thiết bị gia dụng",39
"['led', 'ốp']",0.004987531172,"[OrderedStatistic(items_base=frozenset({'ốp'}), items_add=frozenset({'led'}), confidence=0.5573770491803278, lift=5.3141809010661465)]","Điện máy, thiết bị gia dụng",39
"['lioa', 'ổ_cắm']",0.003007187913,"[OrderedStatistic(items_base=frozenset({'lioa'}), items_add=frozenset({'ổ_cắm'}), confidence=0.5466666666666666, lift=11.448929851510496)]","Điện máy, thiết bị gia dụng",39
"['làm', 'mát']",0.006601144198000001,"[OrderedStatistic(items_base=frozenset({'làm'}), items_add=frozenset({'mát'}), confidence=0.6818181818181819, lift=59.58916083916085), OrderedStatistic(items_base=frozenset({'mát'}), items_add=frozenset({'làm'}), confidence=0.576923076923077, lift=59.58916083916085)]","Điện máy, thiết bị gia dụng",39
"['lò', 'nướng']",0.0049141851250000005,"[OrderedStatistic(items_base=frozenset({'lò'}), items_add=frozenset({'nướng'}), confidence=0.536, lift=80.30575824175826), OrderedStatistic(items_base=frozenset({'nướng'}), items_add=frozenset({'lò'}), confidence=0.7362637362637362, lift=80.30575824175824)]","Điện máy, thiết bị gia dụng",39
"['vi_sóng', 'lò']",0.003447264192,"[OrderedStatistic(items_base=frozenset({'lò'}), items_add=frozenset({'vi_sóng'}), confidence=0.376, lift=104.62008163265305), OrderedStatistic(items_base=frozenset({'vi_sóng'}), items_add=frozenset({'lò'}), confidence=0.9591836734693877, lift=104.62008163265305)]","Điện máy, thiết bị gia dụng",39
